id,cookie_id,tg_user_id,session_start,session_end,user_agent,ip,source,utm_source,utm_medium,utm_campaign,utm_term,utm_content,referrer,device_type,device_model,browser,os,screen_resolution,geo_country,geo_city,geo_region,page_id,entry_page,exit_page,session_duration,page_views,events_count,utm_params
47,f0fe1a66-8cff-48b8-afd4-91c4799e8c3f,,2026-01-23 21:40:04,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Cursor/2.3.35 Chrome/138.0.7204.251 Electron/37.7.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,10,
48,f0fe1a66-8cff-48b8-afd4-91c4799e8c3f,,2026-01-23 23:06:33,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Cursor/2.3.35 Chrome/138.0.7204.251 Electron/37.7.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,6,
49,f0fe1a66-8cff-48b8-afd4-91c4799e8c3f,,2026-01-23 23:06:34,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Cursor/2.3.35 Chrome/138.0.7204.251 Electron/37.7.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,9,
50,f0fe1a66-8cff-48b8-afd4-91c4799e8c3f,,2026-01-23 23:53:14,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Cursor/2.4.21 Chrome/142.0.7444.235 Electron/39.2.7 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,5,
51,a50fab0e-d088-4851-8b0c-67d73f8639ca,,2026-01-25 14:31:34,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,6,
52,a50fab0e-d088-4851-8b0c-67d73f8639ca,,2026-01-25 14:52:42,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,2,
53,a50fab0e-d088-4851-8b0c-67d73f8639ca,,2026-01-25 15:09:13,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,12,
54,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 16:44:50,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,6,
55,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 17:12:11,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,6,
56,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 17:38:39,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,10,
57,0884592e-50e3-4423-99d3-ef2a9e43c82f,,2026-01-25 17:41:03,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 YaBrowser/25.12.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,41,
58,7664b911-ba0b-4a31-852c-39c9b8641408,317319336,2026-01-25 18:01:44,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,4,
59,a50fab0e-d088-4851-8b0c-67d73f8639ca,,2026-01-25 18:04:50,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,8,
60,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 18:10:17,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,9,
61,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 18:54:25,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,11,
62,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 19:22:57,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,6,
63,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 19:26:41,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,8,
64,a50fab0e-d088-4851-8b0c-67d73f8639ca,,2026-01-25 19:34:29,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,12,
65,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 19:37:17,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,4,
66,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 19:37:42,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,9,
67,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 19:45:57,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,3,
68,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 20:35:10,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,3,
69,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 20:35:21,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,3,
70,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 21:02:21,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,4,
71,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 21:03:15,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,9,
72,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 21:16:29,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,4,
73,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 21:17:18,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,8,
74,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 21:17:38,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,3,
75,7664b911-ba0b-4a31-852c-39c9b8641408,317319336,2026-01-25 21:18:00,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,4,
76,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 21:27:09,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,4,
77,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 21:27:15,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,6,
78,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 21:29:40,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,4,
79,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 21:30:04,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,5,
80,7664b911-ba0b-4a31-852c-39c9b8641408,317319336,2026-01-25 21:56:13,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,4,
81,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 22:04:45,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,5,
82,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 22:18:03,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,5,
83,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 22:19:11,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,9,
84,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 22:19:40,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,3,
85,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 22:19:48,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,6,
86,0474cf12-704c-4254-9ab3-11bb2ff0f44c,,2026-01-25 22:20:53,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,6,
87,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 22:58:24,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,5,
88,a50fab0e-d088-4851-8b0c-67d73f8639ca,,2026-01-25 22:59:13,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,8,
89,a50fab0e-d088-4851-8b0c-67d73f8639ca,,2026-01-25 23:03:45,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,6,
90,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 23:03:52,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,9,
91,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 23:11:46,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,8,
92,e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4,,2026-01-25 23:12:11,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",127.0.0.1,,,,,,,,,,,,,,,,,,,,0,7,
